Turn;Speaker;Cue;Response;Context;MLM response;System llh;MLM llh;USR DLcontext;USR DLfact;Overall Human Rating;Interesting;Engaging;Specific;Relevant;Correct;Semantically Appropriate;Understandable;Fluent
0;Leolani2;;Hi! Who are you? Caya?;;hi  how  are  you  _ ;0.1994357640607632;0.6212660133838653;0.63410676;0.8216932;;;;;;;;;
1;;Hi! Who are you? Caya?;Caya; Hi! Who are you? Caya?;? ;0.0;0.20928503572940826;0.9960159;0.8094052;;;;;;;;;
2;;Caya;So your name is Caya?; Hi! Who are you? Caya? Caya;?  whose  name ? ? ;0.2725998252630234;0.5793138951063156;0.9971455;0.78078514;;;;;;;;;
3;;So your name is Caya?;yes; Hi! Who are you? Caya? Caya So your name is Caya?;! ;0.0;0.18288812041282654;0.9937756;0.7388731;;;;;;;;;
4;Leolani2;yes;Tell me anything, I love learning things; Hi! Who are you? Caya? Caya So your name is Caya? yes; tell  me ,  i  love  those ! ;0.5009093859366008;0.5588053220084735;0.99423313;0.67165416;4;1;4;1;4;4;5;5;5
5;Caya;Tell me anything, I love learning things;A dog is an animal; Hi! Who are you? Caya? Caya So your name is Caya? yes Tell me anything, I love learning things;,  chicken  is  an  elephant ;0.2981431782245636;0.36687721610069274;0.94548583;0.049294196;;;;;;;;;
6;Leolani2;A dog is an animal;Exciting news! I did not know anybody who be an animal; Hi! Who are you? Caya? Caya So your name is Caya? yes Tell me anything, I love learning things A dog is an animal;! !  i  do  not  know  dog  could  was  an  animal ;0.4201538432389498;0.7173680663108826;0.99839383;0.36748555;3;2;1;2;2;3;4;3;3
7;Caya;Exciting news! I did not know anybody who be an animal;What do I like?; Hi! Who are you? Caya? Caya So your name is Caya? yes Tell me anything, I love learning things A dog is an animal Exciting news! I did not know anybody who be an animal; what  do  you  know ;0.2812696397304535;0.6416621208190918;0.9886063;0.48236087;;;;;;;;;
8;Leolani2;What do I like?;you told me you like dogs; Hi! Who are you? Caya? Caya So your name is Caya? yes Tell me anything, I love learning things A dog is an animal Exciting news! I did not know anybody who be an animal What do I like?; you  tell  me  you  like  dogs ;0.6689987728993098;0.7973954478899637;0.99582034;0.45002386;4;3;3;4;4;5;5;5;5
9;Caya;you told me you like dogs;What does Mincke like?; Hi! Who are you? Caya? Caya So your name is Caya? yes Tell me anything, I love learning things A dog is an animal Exciting news! I did not know anybody who be an animal What do I like? you told me you like dogs; what  do  that  like ;0.23000790900550783;0.6434171795845032;0.9964326;0.45520365;;;;;;;;;
10;Leolani2;What does Mincke like?;I may be ignorant, bu tI don't know.I am sorry, I have no idea; Hi! Who are you? Caya? Caya So your name is Caya? yes Tell me anything, I love learning things A dog is an animal Exciting news! I did not know anybody who be an animal What do I like? you told me you like dogs What does Mincke like?;i  may  be  wrong  but  i  do  i  am  ignorant  i  have  no  idea ;0.4115230632679803;0.5972363092005253;0.99841577;0.52303344;3;1;1;1;1;5;5;4;4
11;Caya;I may be ignorant, bu tI don't know.I am sorry, I have no idea;Apple pie smells good; Hi! Who are you? Caya? Caya So your name is Caya? yes Tell me anything, I love learning things A dog is an animal Exciting news! I did not know anybody who be an animal What do I like? you told me you like dogs What does Mincke like? I may be ignorant, bu tI don't know.I am sorry, I have no idea;.  it  sounds  like ;0.0021760875824838877;0.49348653107881546;0.11291801;0.31986788;;;;;;;;;
12;Leolani2;Apple pie smells good;I am curious. What types of Instance like good do food orInstance usually smell;aya? Caya So your name is Caya? yes Tell me anything, I love learning things A dog is an animal Exciting news! I did not know anybody who be an animal What do I like? you told me you like dogs What does Mincke like? I may be ignorant, bu tI don't know.I am sorry, I have no idea Apple pie smells good; i  am  wondering what  kind  of  pie  smells  pie  dog  pie  pies  pie  like ;0.21702224588287727;0.5181194309677396;0.9984197;0.88795274;1;1;2;2;2;2;2;1;1
13;Caya;I am curious. What types of Instance like good do food orInstance usually smell;It is raining;og is an animal Exciting news! I did not know anybody who be an animal What do I like? you told me you like dogs What does Mincke like? I may be ignorant, bu tI don't know.I am sorry, I have no idea Apple pie smells good I am curious. What types of Instance like good do food orInstance usually smell; it  is  called ;0.3211890757083893;0.36520670851071674;0.99807125;0.748108;;;;;;;;;
14;Leolani2;It is raining;Let me ask you something. What types of it orInstance like raining do Instance usually be;l Exciting news! I did not know anybody who be an animal What do I like? you told me you like dogs What does Mincke like? I may be ignorant, bu tI don't know.I am sorry, I have no idea Apple pie smells good I am curious. What types of Instance like good do food orInstance usually smell It is raining; let  me  ask  you , what  types  of  food  smells  is  good  the  it  can  smell ;0.33100716955959797;0.6583795072510839;0.9984194;0.005468356;1;1;2;2;2;1;2;1;1
15;Caya;Let me ask you something. What types of it orInstance like raining do Instance usually be;Lions roar ;ike dogs What does Mincke like? I may be ignorant, bu tI don't know.I am sorry, I have no idea Apple pie smells good I am curious. What types of Instance like good do food orInstance usually smell It is raining Let me ask you something. What types of it orInstance like raining do Instance usually be; a ?  of ;0.0;0.14979051301876703;0.99783456;0.113724045;;;;;;;;;
16;Leolani2;Lions roar ;May I ask you why?;t does Mincke like? I may be ignorant, bu tI don't know.I am sorry, I have no idea Apple pie smells good I am curious. What types of Instance like good do food orInstance usually smell It is raining Let me ask you something. What types of it orInstance like raining do Instance usually be Lions roar ;ive  i  ask  you  something ;0.5069541215896607;0.6581921964883805;0.9956576;0.6555565;3;1;3;1;5;5;5;5;4
17;Caya;May I ask you why?;Lions are territorial animals; I may be ignorant, bu tI don't know.I am sorry, I have no idea Apple pie smells good I am curious. What types of Instance like good do food orInstance usually smell It is raining Let me ask you something. What types of it orInstance like raining do Instance usually be Lions roar  May I ask you why?; dogs  are  wild . ;0.2486332762055099;0.40365006774663925;0.9952323;0.4540729;;;;;;;;;
18;Leolani2;Lions are territorial animals;I just learned something, I did not know anything that lions be;t know.I am sorry, I have no idea Apple pie smells good I am curious. What types of Instance like good do food orInstance usually smell It is raining Let me ask you something. What types of it orInstance like raining do Instance usually be Lions roar  May I ask you why? Lions are territorial animals; i  just  learned  that  i  do  not  know  before  about  could  are ;0.45040194608736783;0.7469622815648714;0.49071136;0.14939098;2;2;1;3;3;2;3;3;4
19;Caya;I just learned something, I did not know anything that lions be;Ella likes books;ious. What types of Instance like good do food orInstance usually smell It is raining Let me ask you something. What types of it orInstance like raining do Instance usually be Lions roar  May I ask you why? Lions are territorial animals I just learned something, I did not know anything that lions be; territorial  in  dogs ;0.0;0.14141437411308289;0.99472815;0.9970971;;;;;;;;;
20;Leolani2;Ella likes books;I am curious. Has ella own object?;of Instance like good do food orInstance usually smell It is raining Let me ask you something. What types of it orInstance like raining do Instance usually be Lions roar  May I ask you why? Lions are territorial animals I just learned something, I did not know anything that lions be Ella likes books; i  am  sure  is  her  read  books ;0.24310061761311122;0.4559213859694345;0.98876435;0.996395;3;4;3;4;3;1;4;3;3
21;Caya;I am curious. Has ella own object?;Ella is a person;tance usually smell It is raining Let me ask you something. What types of it orInstance like raining do Instance usually be Lions roar  May I ask you why? Lions are territorial animals I just learned something, I did not know anything that lions be Ella likes books I am curious. Has ella own object?; she  is  a  reader ;0.18120050057768822;0.3641195707023144;0.99244267;0.9955518;;;;;;;;;
22;Leolani2;Ella is a person;If you don't mind me asking. Has ella ever like by a agent?;ll It is raining Let me ask you something. What types of it orInstance like raining do Instance usually be Lions roar  May I ask you why? Lions are territorial animals I just learned something, I did not know anything that lions be Ella likes books I am curious. Has ella own object? Ella is a person; if ,  do  mind  me  asking has  she  been  signed  being  an  lion ;0.23350367007347253;0.512561332147855;0.7466932;0.98221546;2;4;3;4;3;2;3;2;3
23;Caya;If you don't mind me asking. Has ella ever like by a agent?;I do not know;orInstance like raining do Instance usually be Lions roar  May I ask you why? Lions are territorial animals I just learned something, I did not know anything that lions be Ella likes books I am curious. Has ella own object? Ella is a person If you don't mind me asking. Has ella ever like by a agent?; i  do  not  know ;0.758183091878891;0.758183091878891;0.9982737;0.6681979;;;;;;;;;
24;Leolani2;I do not know;I just learned something, I am excited to get to know about you!;e raining do Instance usually be Lions roar  May I ask you why? Lions are territorial animals I just learned something, I did not know anything that lions be Ella likes books I am curious. Has ella own object? Ella is a person If you don't mind me asking. Has ella ever like by a agent? I do not know; i  just  learned  something  i  am  curious  to  get  to  know  more  her ;0.5826260845821637;0.7228309557988093;0.99679625;0.59915984;3;5;5;1;1;1;5;5;4
25;Caya;I just learned something, I am excited to get to know about you!;What do I own? ;ions are territorial animals I just learned something, I did not know anything that lions be Ella likes books I am curious. Has ella own object? Ella is a person If you don't mind me asking. Has ella ever like by a agent? I do not know I just learned something, I am excited to get to know about you!; what  do  you  know  _ ;0.21451209783554076;0.4771349936723709;0.9977328;0.9961503;;;;;;;;;
26;Leolani2;What do I own? ;you told me you own no object and that you own a laptop ;rial animals I just learned something, I did not know anything that lions be Ella likes books I am curious. Has ella own object? Ella is a person If you don't mind me asking. Has ella ever like by a agent? I do not know I just learned something, I am excited to get to know about you! What do I own? ;ia  tell  me  you  have  an  pets  and  that  you  own  a  lion . ;0.4491897421622915;0.6263451097267014;0.99843735;0.99715877;3;5;2;3;4;4;5;3;3
27;Caya;you told me you own no object and that you own a laptop ;A laptop is a object;thing that lions be Ella likes books I am curious. Has ella own object? Ella is a person If you don't mind me asking. Has ella ever like by a agent? I do not know I just learned something, I am excited to get to know about you! What do I own?  you told me you own no object and that you own a laptop ; a  laptop  is  an  computer ;0.3960237639024854;0.5274081438779831;0.99826837;0.9970797;;;;;;;;;
28;Leolani2;A laptop is a object;If you don't mind me asking. Has a laptop like agent?;lla likes books I am curious. Has ella own object? Ella is a person If you don't mind me asking. Has ella ever like by a agent? I do not know I just learned something, I am excited to get to know about you! What do I own?  you told me you own no object and that you own a laptop  A laptop is a object; if  you  do  mind  me  asking is  a  book  or  a ;0.4021312855184078;0.6445299353111874;0.99824536;0.9970566;2;3;3;2;2;2;2;2;2
29;Caya;If you don't mind me asking. Has a laptop like agent?;Mincke is 24 years old;a is a person If you don't mind me asking. Has ella ever like by a agent? I do not know I just learned something, I am excited to get to know about you! What do I own?  you told me you own no object and that you own a laptop  A laptop is a object If you don't mind me asking. Has a laptop like agent?;she  is  13  years  old;0.5145087838172913;0.6854371547698974;0.99795586;0.9972548;;;;;;;;;
30;Leolani2;Mincke is 24 years old;I am glad to have learned something new. I did not know anybody that mincke be;n't mind me asking. Has ella ever like by a agent? I do not know I just learned something, I am excited to get to know about you! What do I own?  you told me you own no object and that you own a laptop  A laptop is a object If you don't mind me asking. Has a laptop like agent? Mincke is 24 years old; i  am  glad  i  have  learned  something , i  do  not  tell  before  like  could  was ;0.4554760530591011;0.703527863137424;0.9981158;0.99711215;3;3;2;3;3;2;3;3;2
31;Caya;I am glad to have learned something new. I did not know anybody that mincke be;I am 2 years younger than Mincke;something, I am excited to get to know about you! What do I own?  you told me you own no object and that you own a laptop  A laptop is a object If you don't mind me asking. Has a laptop like agent? Mincke is 24 years old I am glad to have learned something new. I did not know anybody that mincke be;i  am  2  years  older  than  her;0.49724751498017994;0.644782794373376;0.9971662;0.990365;;;;;;;;;
32;Leolani2;I am 2 years younger than Mincke;I am curious. Has caya experience smell?;o know about you! What do I own?  you told me you own no object and that you own a laptop  A laptop is a object If you don't mind me asking. Has a laptop like agent? Mincke is 24 years old I am glad to have learned something new. I did not know anybody that mincke be I am 2 years younger than Mincke; i  am . did  she  a  with ;0.22820308378764562;0.3851317603673254;0.99755615;0.1815395;3;4;4;4;3;3;4;3;3
33;Caya;I am curious. Has caya experience smell?;All people can smell;d me you own no object and that you own a laptop  A laptop is a object If you don't mind me asking. Has a laptop like agent? Mincke is 24 years old I am glad to have learned something new. I did not know anybody that mincke be I am 2 years younger than Mincke I am curious. Has caya experience smell?; some  animals  experience  smell ;0.17323650000616908;0.56416991725564;0.34953612;0.9945459;;;;;;;;;
34;Leolani2;All people can smell;Let me ask you something. What types can all people can smell;t and that you own a laptop  A laptop is a object If you don't mind me asking. Has a laptop like agent? Mincke is 24 years old I am glad to have learned something new. I did not know anybody that mincke be I am 2 years younger than Mincke I am curious. Has caya experience smell? All people can smell; let  i  ask  you ,  what ?  of  other  people  can  smell ;0.46814044068257016;0.6294042939941088;0.38834554;0.99477136;2;4;4;4;2;2;2;2;2
35;Caya;Let me ask you something. What types can all people can smell;How old am I?;mind me asking. Has a laptop like agent? Mincke is 24 years old I am glad to have learned something new. I did not know anybody that mincke be I am 2 years younger than Mincke I am curious. Has caya experience smell? All people can smell Let me ask you something. What types can all people can smell; how  old  am  i ;0.5972607582807541;0.8232083916664124;0.99740255;0.99682426;;;;;;;;;
36;Leolani2;How old am I?;you told me you do not are know and that you are 2 years younger than mincke;g. Has a laptop like agent? Mincke is 24 years old I am glad to have learned something new. I did not know anybody that mincke be I am 2 years younger than Mincke I am curious. Has caya experience smell? All people can smell Let me ask you something. What types can all people can smell How old am I?;you  tell  me  you  do  not  really  old  now  that  you  are  2  years  younger  than  the .;0.5305276320626339;0.6266975452502569;0.99828786;0.9969702;2;5;3;4;4;3;3;3;2
37;Caya;you told me you do not are know and that you are 2 years younger than mincke;Where I live in? ;omething new. I did not know anybody that mincke be I am 2 years younger than Mincke I am curious. Has caya experience smell? All people can smell Let me ask you something. What types can all people can smell How old am I? you told me you do not are know and that you are 2 years younger than mincke;ia  you  am  in i ;0.018347177654504776;0.338000462949276;0.997809;0.99717283;;;;;;;;;
38;Leolani2;Where I live in? ;I may be ignorant, bu tI don't know.I am sorry, I have no idea;d not know anybody that mincke be I am 2 years younger than Mincke I am curious. Has caya experience smell? All people can smell Let me ask you something. What types can all people can smell How old am I? you told me you do not are know and that you are 2 years younger than mincke  Where I live in?;ive  must  be  older  but  i  do  i  am  young  i  have  no  idea ;0.35839409061840605;0.5511181162936347;0.9961399;0.99724704;3;2;1;1;5;5;4;4;4
39;Caya;I may be ignorant, bu tI don't know.I am sorry, I have no idea;Where live I in?;cke I am curious. Has caya experience smell? All people can smell Let me ask you something. What types can all people can smell How old am I? you told me you do not are know and that you are 2 years younger than mincke  Where I live in?  I may be ignorant, bu tI don't know.I am sorry, I have no idea; where  am  you  am ;0.15449871122837067;0.5992582514882088;0.9926416;0.99622154;;;;;;;;;
40;Leolani2;Where live I in?;I don't know;Has caya experience smell? All people can smell Let me ask you something. What types can all people can smell How old am I? you told me you do not are know and that you are 2 years younger than mincke  Where I live in?  I may be ignorant, bu tI don't know.I am sorry, I have no idea Where live I in?;i  only  know ;0.40505439043045044;0.5691475570201874;0.99329776;0.99227345;3;1;1;1;5;5;5;5;5
41;Caya;I don't know;Mincke likes Apple pie;erience smell? All people can smell Let me ask you something. What types can all people can smell How old am I? you told me you do not are know and that you are 2 years younger than mincke  Where I live in?  I may be ignorant, bu tI don't know.I am sorry, I have no idea Where live I in? I don't know; who    apple . ;0.15095143020153046;0.3548231888562441;0.9982929;0.99539304;;;;;;;;;
42;Leolani2;Mincke likes Apple pie;I just learned something, I had never heard about apple pie before!;le can smell Let me ask you something. What types can all people can smell How old am I? you told me you do not are know and that you are 2 years younger than mincke  Where I live in?  I may be ignorant, bu tI don't know.I am sorry, I have no idea Where live I in? I don't know Mincke likes Apple pie; i  just  learned  that  i  have  never  heard  of  apple  pie  before ;0.5798364598304033;0.8145654400189718;0.99825644;0.996753;4;4;4;4;5;5;5;5;5
43;Caya;I just learned something, I had never heard about apple pie before!;Apple pie is a cake ;smell How old am I? you told me you do not are know and that you are 2 years younger than mincke  Where I live in?  I may be ignorant, bu tI don't know.I am sorry, I have no idea Where live I in? I don't know Mincke likes Apple pie I just learned something, I had never heard about apple pie before!; apple  pie  is  a  delicious ! ;0.4968335082133611;0.594979777932167;0.99797046;0.9966539;;;;;;;;;
44;Leolani2;Apple pie is a cake ;Exciting news! I did not know anybody who be a cake;you told me you do not are know and that you are 2 years younger than mincke  Where I live in?  I may be ignorant, bu tI don't know.I am sorry, I have no idea Where live I in? I don't know Mincke likes Apple pie I just learned something, I had never heard about apple pie before! Apple pie is a cake;ive ! i  do  not  know  that  could  likes  a  baker ;0.33809195357290184;0.6905370232733813;0.9978599;0.9966449;2;3;2;2;4;3;4;2;2
45;Caya;Exciting news! I did not know anybody who be a cake;A cake is a dish;ears younger than mincke  Where I live in?  I may be ignorant, bu tI don't know.I am sorry, I have no idea Where live I in? I don't know Mincke likes Apple pie I just learned something, I had never heard about apple pie before! Apple pie is a cake  Exciting news! I did not know anybody who be a cake;.  pie  is  a  cake ;0.3850203588604927;0.5871006071567535;0.99816966;0.99691135;;;;;;;;;
46;Leolani2;A cake is a dish;If you don't mind me asking. What types can a cake be; mincke  Where I live in?  I may be ignorant, bu tI don't know.I am sorry, I have no idea Where live I in? I don't know Mincke likes Apple pie I just learned something, I had never heard about apple pie before! Apple pie is a cake  Exciting news! I did not know anybody who be a cake A cake is a dish; if  you  do  mind  me . what  dish  can  a  cake  be ;0.5545125131805738;0.632509857416153;0.99809474;0.9966927;2;2;2;2;3;2;3;2;2
47;Caya;If you don't mind me asking. What types can a cake be;I like pizza;n't know.I am sorry, I have no idea Where live I in? I don't know Mincke likes Apple pie I just learned something, I had never heard about apple pie before! Apple pie is a cake  Exciting news! I did not know anybody who be a cake A cake is a dish If you don't mind me asking. What types can a cake be;?  eat  to ;0.062047719955444336;0.3656231512626012;0.99765474;0.997861;;;;;;;;;
48;Leolani2;I like pizza;I am curious. Has caya favorite interest?; sorry, I have no idea Where live I in? I don't know Mincke likes Apple pie I just learned something, I had never heard about apple pie before! Apple pie is a cake  Exciting news! I did not know anybody who be a cake A cake is a dish If you don't mind me asking. What types can a cake be I like pizza; i  am  a what  a  lost ? ;0.1404367642743247;0.44241910747119356;0.9977228;0.9903363;4;3;4;3;1;4;4;5;4
49;Caya;I am curious. Has caya favorite interest?;I am an equestrian;don't know Mincke likes Apple pie I just learned something, I had never heard about apple pie before! Apple pie is a cake  Exciting news! I did not know anybody who be a cake A cake is a dish If you don't mind me asking. What types can a cake be I like pizza I am curious. Has caya favorite interest?;i  am  an  eater ;0.614772692322731;0.6326657608151436;0.9977474;0.99255455;;;;;;;;;
50;Leolani2;I am an equestrian;Cool! Now I know 2 items that caya be, like 2 years younger than mincke and 2 years younger than mincke;ikes Apple pie I just learned something, I had never heard about apple pie before! Apple pie is a cake  Exciting news! I did not know anybody who be a cake A cake is a dish If you don't mind me asking. What types can a cake be I like pizza I am curious. Has caya favorite interest? I am an equestrian;. !  i  know  the  things  can  can  is  like  5  years  older  than  me  and  5  years  older  than  the;0.2569288799561383;0.5077884442926872;0.9923246;0.9956116;3;5;3;5;2;3;3;3;2
51;Caya;Cool! Now I know 2 items that caya be, like 2 years younger than mincke and 2 years younger than mincke;Mincke lives in Utrecht;Exciting news! I did not know anybody who be a cake A cake is a dish If you don't mind me asking. What types can a cake be I like pizza I am curious. Has caya favorite interest? I am an equestrian Cool! Now I know 2 items that caya be, like 2 years younger than mincke and 2 years younger than mincke; who  lived  in  tx ;0.24462162982672453;0.464912336319685;0.9971261;0.9962933;;;;;;;;;
52;Leolani2;Mincke lives in Utrecht;I just learned something, I had never heard about mincke before!;know anybody who be a cake A cake is a dish If you don't mind me asking. What types can a cake be I like pizza I am curious. Has caya favorite interest? I am an equestrian Cool! Now I know 2 items that caya be, like 2 years younger than mincke and 2 years younger than mincke Mincke lives in Utrecht; i  just  learned  that  i  have  never  heard  of  her . ;0.4466917311603373;0.6899993013251912;0.99549246;0.99340475;4;4;5;3;5;4;5;5;4
53;Caya;I just learned something, I had never heard about mincke before!;Who is Mincke?;asking. What types can a cake be I like pizza I am curious. Has caya favorite interest? I am an equestrian Cool! Now I know 2 items that caya be, like 2 years younger than mincke and 2 years younger than mincke Mincke lives in Utrecht I just learned something, I had never heard about mincke before!;who  is  she ;0.5181584358215332;0.6060049931208292;0.9968917;0.62221134;;;;;;;;;
54;Leolani2;Who is Mincke?;you told me mincke is 24 years old;ypes can a cake be I like pizza I am curious. Has caya favorite interest? I am an equestrian Cool! Now I know 2 items that caya be, like 2 years younger than mincke and 2 years younger than mincke Mincke lives in Utrecht I just learned something, I had never heard about mincke before! Who is Mincke?;they  tell  me  she  is  2  years  old !;0.4429835652311643;0.5777159109711647;0.9971955;0.99583477;4;4;2;4;4;4;4;5;5
55;Caya;you told me mincke is 24 years old;Mincke is my friend;curious. Has caya favorite interest? I am an equestrian Cool! Now I know 2 items that caya be, like 2 years younger than mincke and 2 years younger than mincke Mincke lives in Utrecht I just learned something, I had never heard about mincke before! Who is Mincke? you told me mincke is 24 years old;ia  is  my  friend ;0.41314389184117317;0.4729269929230213;0.99851847;0.9951916;;;;;;;;;
56;Leolani2;Mincke is my friend;I would like to know. Has caya friend dislike by a agent?;avorite interest? I am an equestrian Cool! Now I know 2 items that caya be, like 2 years younger than mincke and 2 years younger than mincke Mincke lives in Utrecht I just learned something, I had never heard about mincke before! Who is Mincke? you told me mincke is 24 years old  Mincke is my friend; i  would  like  to  see is  your  been  signed  become  an  lot ;0.28834550579388935;0.5940976068377495;0.9977877;0.9971101;2;3;2;3;2;2;2;2;2
57;Caya;I would like to know. Has caya friend dislike by a agent?;bye;ems that caya be, like 2 years younger than mincke and 2 years younger than mincke Mincke lives in Utrecht I just learned something, I had never heard about mincke before! Who is Mincke? you told me mincke is 24 years old  Mincke is my friend I would like to know. Has caya friend dislike by a agent?;i ;0.0;0.05940140038728714;0.99724555;0.9970982;;;;;;;;;
58;Leolani2;bye;So let it be written, ... so let it be done;that caya be, like 2 years younger than mincke and 2 years younger than mincke Mincke lives in Utrecht I just learned something, I had never heard about mincke before! Who is Mincke? you told me mincke is 24 years old  Mincke is my friend I would like to know. Has caya friend dislike by a agent? bye;!  let  it  be  done  bye  or  let  it  be  written ;0.49346036091446877;0.7579789324240251;0.17479192;0.9971187;;;;;;;;;
59;Leolani2;So let it be written, ... so let it be done;Hey! I would like to know your name! Mincke?;ke and 2 years younger than mincke Mincke lives in Utrecht I just learned something, I had never heard about mincke before! Who is Mincke? you told me mincke is 24 years old  Mincke is my friend I would like to know. Has caya friend dislike by a agent? bye So let it be written, ... so let it be done;! i  would  like  to  know  his  friend ! ;0.5031600900822215;0.6545876678493288;0.9971892;0.9971025;;;;;;;;;
60;;Hey! I would like to know your name! Mincke?;Mincke;es in Utrecht I just learned something, I had never heard about mincke before! Who is Mincke? you told me mincke is 24 years old  Mincke is my friend I would like to know. Has caya friend dislike by a agent? bye So let it be written, ... so let it be done Hey! I would like to know your name! Mincke?;! ;0.0;0.07673858106136322;0.99780786;0.997048;;;;;;;;;
61;;Mincke;So your name is Mincke?;trecht I just learned something, I had never heard about mincke before! Who is Mincke? you told me mincke is 24 years old  Mincke is my friend I would like to know. Has caya friend dislike by a agent? bye So let it be written, ... so let it be done Hey! I would like to know your name! Mincke? Mincke;?  your  name ! ? ;0.21662844493985176;0.5538665950298309;0.9977234;0.9970477;;;;;;;;;
62;;So your name is Mincke?;yes;mething, I had never heard about mincke before! Who is Mincke? you told me mincke is 24 years old  Mincke is my friend I would like to know. Has caya friend dislike by a agent? bye So let it be written, ... so let it be done Hey! I would like to know your name! Mincke? Mincke So your name is Mincke?;! ;0.0;0.07143310457468033;0.9972641;0.99708194;;;;;;;;;
