Turn;Speaker;Cue;Response;Context;MLM response;System llh;MLM llh;USR DLcontext;USR DLfact;Overall Human Rating;Interesting;Engaging;Specific;Relevant;Correct;Semantically Appropriate;Understandable;Fluent
63;Leolani2;yes;Tell me anything, I love learning things;ing, I had never heard about mincke before! Who is Mincke? you told me mincke is 24 years old  Mincke is my friend I would like to know. Has caya friend dislike by a agent? bye So let it be written, ... so let it be done Hey! I would like to know your name! Mincke? Mincke So your name is Mincke? yes; tell  than ,  i  love  hearing  about ;0.35546411467450006;0.5317844205668995;0.99732304;0.99706507;4;1;3;1;4;5;4;5;5
64;Mincke;Tell me anything, I love learning things;I do not like cats;e! Who is Mincke? you told me mincke is 24 years old  Mincke is my friend I would like to know. Has caya friend dislike by a agent? bye So let it be written, ... so let it be done Hey! I would like to know your name! Mincke? Mincke So your name is Mincke? yes Tell me anything, I love learning things; i  do  not  like , ;0.6253102421760559;0.7048303782939911;0.9963253;0.9971386;;;;;;;;;
65;Leolani2;I do not like cats;Let me ask you something. Has mincke like by agent?;ou told me mincke is 24 years old  Mincke is my friend I would like to know. Has caya friend dislike by a agent? bye So let it be written, ... so let it be done Hey! I would like to know your name! Mincke? Mincke So your name is Mincke? yes Tell me anything, I love learning things I do not like cats; let  me  tell  you ,  is  friend  dislike  an  a ;0.32456996724940834;0.6928406715393066;998;0.9971956;3;1;3;2;3;2;2;3;3
66;Mincke;Let me ask you something. Has mincke like by agent?;Yes;nd I would like to know. Has caya friend dislike by a agent? bye So let it be written, ... so let it be done Hey! I would like to know your name! Mincke? Mincke So your name is Mincke? yes Tell me anything, I love learning things I do not like cats Let me ask you something. Has mincke like by agent?; bye ;0.0;0.871802806854248;0.9971301;0.9958074;;;;;;;;;
67;Leolani2;Yes;I do frequently do not know things; would like to know. Has caya friend dislike by a agent? bye So let it be written, ... so let it be done Hey! I would like to know your name! Mincke? Mincke So your name is Mincke? yes Tell me anything, I love learning things I do not like cats Let me ask you something. Has mincke like by agent? Yes; i  very  i  do  you  know  you ;0.29356167784758974;0.46499617184911457;0.9972216;0.99660164;2;1;2;1;1;1;2;5;4
68;Mincke;I do frequently do not know things;Yesterday the weather was sunny;d dislike by a agent? bye So let it be written, ... so let it be done Hey! I would like to know your name! Mincke? Mincke So your name is Mincke? yes Tell me anything, I love learning things I do not like cats Let me ask you something. Has mincke like by agent? Yes I do frequently do not know things;.  the  weather  is  bad ;0.23650222420692443;0.45954036712646484;0.9971532;0.9962802;;;;;;;;;
69;Leolani2;Yesterday the weather was sunny;I just learned something, I had never heard about sunny before!; it be written, ... so let it be done Hey! I would like to know your name! Mincke? Mincke So your name is Mincke? yes Tell me anything, I love learning things I do not like cats Let me ask you something. Has mincke like by agent? Yes I do frequently do not know things Yesterday the weather was sunny; i  just  learned  that  i  have  never  heard  of  cats  weather ;0.48426666313951666;0.7183296057310972;0.99263144;0.9891341;4;1;3;2;3;4;4;4;3
70;Mincke;I just learned something, I had never heard about sunny before!;sunny is a type of weather;your name! Mincke? Mincke So your name is Mincke? yes Tell me anything, I love learning things I do not like cats Let me ask you something. Has mincke like by agent? Yes I do frequently do not know things Yesterday the weather was sunny I just learned something, I had never heard about sunny before!; it  is  a  type  of  weather ;0.5958053988094131;0.6695053031047186;0.9933899;0.99671733;;;;;;;;;
71;Leolani2;sunny is a type of weather;Interesting! I did not know anything that sunny be;o your name is Mincke? yes Tell me anything, I love learning things I do not like cats Let me ask you something. Has mincke like by agent? Yes I do frequently do not know things Yesterday the weather was sunny I just learned something, I had never heard about sunny before! sunny is a type of weather;,  i  did  not  know  about  about  could  was ;0.3805493646197849;0.6811853680345747;0.99780226;0.99686843;2;1;2;2;3;2;3;2;2
72;Mincke;Interesting! I did not know anything that sunny be;Do you know Caya; learning things I do not like cats Let me ask you something. Has mincke like by agent? Yes I do frequently do not know things Yesterday the weather was sunny I just learned something, I had never heard about sunny before! sunny is a type of weather Interesting! I did not know anything that sunny be;f  you  like  what ;0.25730578787624836;0.46939819399267435;0.9951303;0.63322586;;;;;;;;;
73;Leolani2;Do you know Caya;I know agent usually do know person, but I do not know this case;I do not like cats Let me ask you something. Has mincke like by agent? Yes I do frequently do not know things Yesterday the weather was sunny I just learned something, I had never heard about sunny before! sunny is a type of weather Interesting! I did not know anything that sunny be Do you know Caya; i  am  i  i  i  this  things  but  i  did  not  in  the . ;0.29304961061903406;0.5516008617622512;0.9984018;0.6884888;1;1;1;1;3;1;2;1;1
74;Mincke;I know agent usually do know person, but I do not know this case;Is Caya your friend? ;gent? Yes I do frequently do not know things Yesterday the weather was sunny I just learned something, I had never heard about sunny before! sunny is a type of weather Interesting! I did not know anything that sunny be Do you know Caya I know agent usually do know person, but I do not know this case;.  she  your  friend ? ;0.12943121194839477;0.30738837718963624;0.99544287;0.7928042;;;;;;;;;
75;Leolani2;Is Caya your friend? ;I know agent usually is agent, but I do not know this case;tly do not know things Yesterday the weather was sunny I just learned something, I had never heard about sunny before! sunny is a type of weather Interesting! I did not know anything that sunny be Do you know Caya I know agent usually do know person, but I do not know this case Is Caya your friend? ;ive  know  agent  who  know ,  but  i  do  not  know  this  case ;0.579000911460473;0.6991172146338683;0.99823135;0.97045773;1;1;1;1;2;1;1;1;1
76;Mincke;I know agent usually is agent, but I do not know this case;Where do I live;st learned something, I had never heard about sunny before! sunny is a type of weather Interesting! I did not know anything that sunny be Do you know Caya I know agent usually do know person, but I do not know this case Is Caya your friend?  I know agent usually is agent, but I do not know this case; where  do  you ? ;0.36097120493650436;0.6881746128201485;0.99756306;0.9511645;;;;;;;;;
77;Leolani2;Where do I live;I may be ignorant, bu tI don't know.I am sorry, I have no idea;hing, I had never heard about sunny before! sunny is a type of weather Interesting! I did not know anything that sunny be Do you know Caya I know agent usually do know person, but I do not know this case Is Caya your friend?  I know agent usually is agent, but I do not know this case Where do I live;?  must  be  there  but  i  do  i  am  afraid  i  had  no  idea ;0.35975521696465357;0.5814496752406869;0.99550056;0.6204392;1;1;1;1;5;4;5;5;1
78;Mincke;I may be ignorant, bu tI don't know.I am sorry, I have no idea;I live in Utrecht;weather Interesting! I did not know anything that sunny be Do you know Caya I know agent usually do know person, but I do not know this case Is Caya your friend?  I know agent usually is agent, but I do not know this case Where do I live I may be ignorant, bu tI don't know.I am sorry, I have no idea; i  live  in  tex ;0.6821815222501755;0.7216687463223934;0.99788296;0.62338734;;;;;;;;;
79;Leolani2;I live in Utrecht;I did not know that! I had never heard about utrecht before!;g! I did not know anything that sunny be Do you know Caya I know agent usually do know person, but I do not know this case Is Caya your friend?  I know agent usually is agent, but I do not know this case Where do I live I may be ignorant, bu tI don't know.I am sorry, I have no idea I live in Utrecht; and  did  not  know  that i  have  never  heard  of  that . ;0.47864374083777267;0.7628563990195593;0.9982336;0.31056;5;3;4;3;5;5;4;5;5
80;Mincke;I did not know that! I had never heard about utrecht before!;Utrecht is a city in The Netherlands;now agent usually do know person, but I do not know this case Is Caya your friend?  I know agent usually is agent, but I do not know this case Where do I live I may be ignorant, bu tI don't know.I am sorry, I have no idea I live in Utrecht I did not know that! I had never heard about utrecht before!; it  is  a  city  in  the eland ;0.6673651593072074;0.7666158782584327;0.9951516;0.09907536;;;;;;;;;
81;Leolani2;Utrecht is a city in The Netherlands;Let me ask you something. What types of Instance like a city in tae netherlands do location orInstance usually be; I do not know this case Is Caya your friend?  I know agent usually is agent, but I do not know this case Where do I live I may be ignorant, bu tI don't know.I am sorry, I have no idea I live in Utrecht I did not know that! I had never heard about utrecht before! Utrecht is a city in The Netherlands; let  me  tell  you , what  kind  of  cities  in  the  court  in  the ? ?  agents  would  it ? ;0.30291850175708535;0.596048079431057;0.9047075;0.46736044;1;1;1;3;1;1;1;1;1
82;Mincke;Let me ask you something. What types of Instance like a city in tae netherlands do location orInstance usually be;Utrecht is a city in Holland; I live I may be ignorant, bu tI don't know.I am sorry, I have no idea I live in Utrecht I did not know that! I had never heard about utrecht before! Utrecht is a city in The Netherlands Let me ask you something. What types of Instance like a city in tae netherlands do location orInstance usually be; there  is  a  city  in  the ;0.6107381681601206;0.8456679930289587;0.99726737;0.99510145;;;;;;;;;
83;Leolani2;Utrecht is a city in Holland;Exciting news! I did not know anything that utrecht be; tI don't know.I am sorry, I have no idea I live in Utrecht I did not know that! I had never heard about utrecht before! Utrecht is a city in The Netherlands Let me ask you something. What types of Instance like a city in tae netherlands do location orInstance usually be Utrecht is a city in Holland; good . i  did  not  know  either  about  could  is ;0.32131894745398315;0.5821297064423561;0.99802643;0.9968784;2;1;2;2;2;1;1;2;2
84;Mincke;Exciting news! I did not know anything that utrecht be;Do you know where I live? ;echt I did not know that! I had never heard about utrecht before! Utrecht is a city in The Netherlands Let me ask you something. What types of Instance like a city in tae netherlands do location orInstance usually be Utrecht is a city in Holland Exciting news! I did not know anything that utrecht be; do  you  know  where  you  live hello ;0.5855613563741956;0.6775749112878527;0.9980952;0.99724805;;;;;;;;;
85;Leolani2;Do you know where I live? ;I wouldn't know!; had never heard about utrecht before! Utrecht is a city in The Netherlands Let me ask you something. What types of Instance like a city in tae netherlands do location orInstance usually be Utrecht is a city in Holland Exciting news! I did not know anything that utrecht be Do you know where I live? ;ive  do  say ;0.0;0.38712788621584576;0.99586;0.99714005;4;1;1;1;5;4;5;5;4
86;Mincke;I wouldn't know!;Do you know where Caya lives?;about utrecht before! Utrecht is a city in The Netherlands Let me ask you something. What types of Instance like a city in tae netherlands do location orInstance usually be Utrecht is a city in Holland Exciting news! I did not know anything that utrecht be Do you know where I live?  I wouldn't know!; do  you  know  where  she  live ;0.6052579979101816;0.7089818765719732;0.9848156;0.9971338;;;;;;;;;
87;Leolani2;Do you know where Caya lives?;I don't know;is a city in The Netherlands Let me ask you something. What types of Instance like a city in tae netherlands do location orInstance usually be Utrecht is a city in Holland Exciting news! I did not know anything that utrecht be Do you know where I live?  I wouldn't know! Do you know where Caya lives?; i  only  know ;0.433559517065684;0.636184016863505;0.973452;0.96695757;4;1;1;1;5;4;5;5;4
88;Mincke;I don't know;Caya lives in Amsterdam;The Netherlands Let me ask you something. What types of Instance like a city in tae netherlands do location orInstance usually be Utrecht is a city in Holland Exciting news! I did not know anything that utrecht be Do you know where I live?  I wouldn't know! Do you know where Caya lives? I don't know; she  lives  in  dc ;0.4287593513727188;0.7277117632329464;0.9875659;0.99546814;;;;;;;;;
89;Leolani2;Caya lives in Amsterdam;Interesting! I had never heard about caya before!;sk you something. What types of Instance like a city in tae netherlands do location orInstance usually be Utrecht is a city in Holland Exciting news! I did not know anything that utrecht be Do you know where I live?  I wouldn't know! Do you know where Caya lives? I don't know Caya lives in Amsterdam;. i  have  never  heard  of  her . ;0.2980411844328046;0.6505961529910564;0.98486435;0.99682;5;2;3;3;4;4;5;5;5
90;Mincke;Interesting! I had never heard about caya before!;What does Ella like? ;ty in tae netherlands do location orInstance usually be Utrecht is a city in Holland Exciting news! I did not know anything that utrecht be Do you know where I live?  I wouldn't know! Do you know where Caya lives? I don't know Caya lives in Amsterdam Interesting! I had never heard about caya before!;what  is  she  do ! ;0.10501240715384483;0.5912631124258041;0.99220467;0.9947291;;;;;;;;;
91;Leolani2;What does Ella like? ;I don't know;do location orInstance usually be Utrecht is a city in Holland Exciting news! I did not know anything that utrecht be Do you know where I live?  I wouldn't know! Do you know where Caya lives? I don't know Caya lives in Amsterdam Interesting! I had never heard about caya before! What does Ella like? ; i  only  know ;0.6561669508616129;0.8236498634020487;0.9826537;0.97595465;2;1;1;1;5;4;5;5;5
92;Mincke;I don't know;What Ella like? ;rInstance usually be Utrecht is a city in Holland Exciting news! I did not know anything that utrecht be Do you know where I live?  I wouldn't know! Do you know where Caya lives? I don't know Caya lives in Amsterdam Interesting! I had never heard about caya before! What does Ella like?  I don't know; what  she  likes   ;0.4558713436126709;0.6702036038041115;0.9970927;0.9195617;;;;;;;;;
93;Leolani2;What Ella like? ;I may be ignorant, bu tI don't know.I am sorry, I have no idea; be Utrecht is a city in Holland Exciting news! I did not know anything that utrecht be Do you know where I live?  I wouldn't know! Do you know where Caya lives? I don't know Caya lives in Amsterdam Interesting! I had never heard about caya before! What does Ella like?  I don't know What Ella like? ; i  may  be  wrong  but  i  do  i  am  ignorant  i  have  no  clue ;0.4323194090809141;0.6640596293977329;0.9947534;0.97737026;2;1;1;1;5;4;5;5;4
94;Mincke;I may be ignorant, bu tI don't know.I am sorry, I have no idea;What like Ella?;anything that utrecht be Do you know where I live?  I wouldn't know! Do you know where Caya lives? I don't know Caya lives in Amsterdam Interesting! I had never heard about caya before! What does Ella like?  I don't know What Ella like?  I may be ignorant, bu tI don't know.I am sorry, I have no idea; you  is ? ;0.010938713947931925;0.5183374285697937;0.99747825;0.9832998;;;;;;;;;
95;Leolani2;What like Ella?;Caya told me ella like books;recht be Do you know where I live?  I wouldn't know! Do you know where Caya lives? I don't know Caya lives in Amsterdam Interesting! I had never heard about caya before! What does Ella like?  I don't know What Ella like?  I may be ignorant, bu tI don't know.I am sorry, I have no idea What like Ella?;you  told  me  she  likes  him ;0.20832942550381026;0.38774843886494637;0.9980294;0.99691534;4;3;3;3;5;5;4;5;4
96;Mincke;Caya told me ella like books;What Caya own? ;live?  I wouldn't know! Do you know where Caya lives? I don't know Caya lives in Amsterdam Interesting! I had never heard about caya before! What does Ella like?  I don't know What Ella like?  I may be ignorant, bu tI don't know.I am sorry, I have no idea What like Ella? Caya told me ella like books; does  you  like   ;0.06902799010276794;0.5357107073068619;0.99804753;0.9969925;;;;;;;;;
97;Leolani2;What Caya own? ;Be that as it may, still may it be as it may be;t know! Do you know where Caya lives? I don't know Caya lives in Amsterdam Interesting! I had never heard about caya before! What does Ella like?  I don't know What Ella like?  I may be ignorant, bu tI don't know.I am sorry, I have no idea What like Ella? Caya told me ella like books What Caya own? ; be  strange  as  it  may  or  let  not  be  what  it  should  be ;0.3343794470733533;0.5926926413980814;0.9973046;0.9969274;1;1;1;1;1;1;1;1;2
98;Mincke;Be that as it may, still may it be as it may be;What own Caya?;ow Caya lives in Amsterdam Interesting! I had never heard about caya before! What does Ella like?  I don't know What Ella like?  I may be ignorant, bu tI don't know.I am sorry, I have no idea What like Ella? Caya told me ella like books What Caya own?  Be that as it may, still may it be as it may be; her  is ? ;0.0;0.4386863211790721;0.99806356;0.99708664;;;;;;;;;
99;Leolani2;What own Caya?;Caya told me caya own no object and that caya own a laptop ;n Amsterdam Interesting! I had never heard about caya before! What does Ella like?  I don't know What Ella like?  I may be ignorant, bu tI don't know.I am sorry, I have no idea What like Ella? Caya told me ella like books What Caya own?  Be that as it may, still may it be as it may be What own Caya?;she  told  me  they  is  an  books  and  that  she  own  a  lot . ;0.3163388137306486;0.6218129832829747;0.99753875;0.9971721;3;3;3;3;4;1;3;3;3
100;Mincke;Caya told me caya own no object and that caya own a laptop ;A laptop is an object;! What does Ella like?  I don't know What Ella like?  I may be ignorant, bu tI don't know.I am sorry, I have no idea What like Ella? Caya told me ella like books What Caya own?  Be that as it may, still may it be as it may be What own Caya? Caya told me caya own no object and that caya own a laptop ; a  computer  is  no  object ;0.4774536281824112;0.5879681676626205;0.99639666;0.99770963;;;;;;;;;
101;Leolani2;A laptop is an object;I just learned something, I did not know anybody who be an object;  I don't know What Ella like?  I may be ignorant, bu tI don't know.I am sorry, I have no idea What like Ella? Caya told me ella like books What Caya own?  Be that as it may, still may it be as it may be What own Caya? Caya told me caya own no object and that caya own a laptop  A laptop is an object; i  just  learned .  i  do  not  know  how  could  owned  an  object ;0.4640958263323857;0.6831447631120682;0.99469423;0.99611396;1;1;2;1;2;1;1;1;1
102;Mincke;I just learned something, I did not know anybody who be an object;Do you have any gossip?;w.I am sorry, I have no idea What like Ella? Caya told me ella like books What Caya own?  Be that as it may, still may it be as it may be What own Caya? Caya told me caya own no object and that caya own a laptop  A laptop is an object I just learned something, I did not know anybody who be an object; do  you  know  any  questions ;0.5430671736598015;0.660040232539177;0.99777085;0.70488065;;;;;;;;;
103;Leolani2;Do you have any gossip?;I know agent usually do noun.communication, but I do not know this case;idea What like Ella? Caya told me ella like books What Caya own?  Be that as it may, still may it be as it may be What own Caya? Caya told me caya own no object and that caya own a laptop  A laptop is an object I just learned something, I did not know anybody who be an object Do you have any gossip?;i  know  people  who  mean ,  but  i  do  not  in  the . ;0.3408014807277001;0.5534784037333268;0.99787515;0.37154403;1;1;1;1;1;1;1;1;1
104;Mincke;I know agent usually do noun.communication, but I do not know this case;Do lion roar? ;t as it may, still may it be as it may be What own Caya? Caya told me caya own no object and that caya own a laptop  A laptop is an object I just learned something, I did not know anybody who be an object Do you have any gossip? I know agent usually do noun.communication, but I do not know this case;.  you  king ! ;0.0;0.36628636717796326;0.34061062;0.2838301;;;;;;;;;
105;Leolani2;Do lion roar? ;I know noun.animal usually do noun.event, but I do not know this case;ill may it be as it may be What own Caya? Caya told me caya own no object and that caya own a laptop  A laptop is an object I just learned something, I did not know anybody who be an object Do you have any gossip? I know agent usually do noun.communication, but I do not know this case Do lion roar? ; i  know  agent  usually  do ,  but  i  do  not  know  this  case ;0.6814785381922355;0.7958401911533796;0.9981958;0.05829981;1;1;1;1;1;1;1;1;1
106;Mincke;I know noun.animal usually do noun.event, but I do not know this case;Mincke likes skiing;ect and that caya own a laptop  A laptop is an object I just learned something, I did not know anybody who be an object Do you have any gossip? I know agent usually do noun.communication, but I do not know this case Do lion roar?  I know noun.animal usually do noun.event, but I do not know this case; he  is  lions ;0.0;0.25429103523492813;0.99793124;0.09399613;;;;;;;;;
107;Leolani2;Mincke likes skiing;and then the wolves came;n a laptop  A laptop is an object I just learned something, I did not know anybody who be an object Do you have any gossip? I know agent usually do noun.communication, but I do not know this case Do lion roar?  I know noun.animal usually do noun.event, but I do not know this case Mincke likes skiing; and  where  the  lion . ;0.23104546070098878;0.3003973215818405;0.997967;0.1729183;1;1;1;1;1;1;1;1;3
108;Mincke;and then the wolves came;Mincke like ski;n object I just learned something, I did not know anybody who be an object Do you have any gossip? I know agent usually do noun.communication, but I do not know this case Do lion roar?  I know noun.animal usually do noun.event, but I do not know this case Mincke likes skiing and then the wolves came; in  likes  skiing ;0.00585205100166301;0.6676014562447866;0.9983466;0.9661196;;;;;;;;;
109;Leolani2;Mincke like ski;I am glad to have learned something new. I did not know anybody who like ski;learned something, I did not know anybody who be an object Do you have any gossip? I know agent usually do noun.communication, but I do not know this case Do lion roar?  I know noun.animal usually do noun.event, but I do not know this case Mincke likes skiing and then the wolves came Mincke like ski; i  am  glad  i  have  learned  something , i  do  not  know  anybody  who  like  skiing ;0.7027520472183824;0.8551424629986286;0.9984396;0.9968361;4;3;3;3;4;4;4;3;3
110;Mincke;I am glad to have learned something new. I did not know anybody who like ski;What Mincke like? ;ssip? I know agent usually do noun.communication, but I do not know this case Do lion roar?  I know noun.animal usually do noun.event, but I do not know this case Mincke likes skiing and then the wolves came Mincke like ski I am glad to have learned something new. I did not know anybody who like ski;.  you ? s ;0.0;0.3692674618214369;0.9983089;0.99730515;;;;;;;;;
111;Leolani2;What Mincke like? ;I do frequently do not know things;usually do noun.communication, but I do not know this case Do lion roar?  I know noun.animal usually do noun.event, but I do not know this case Mincke likes skiing and then the wolves came Mincke like ski I am glad to have learned something new. I did not know anybody who like ski What Mincke like? ; i  very  i  do  not  know  this ;0.4064927803618567;0.5648802518844604;0.99786377;0.99713224;1;1;2;1;1;2;3;2;3
112;Mincke;I do frequently do not know things;What like Mincke? ;I do not know this case Do lion roar?  I know noun.animal usually do noun.event, but I do not know this case Mincke likes skiing and then the wolves came Mincke like ski I am glad to have learned something new. I did not know anybody who like ski What Mincke like?  I do frequently do not know things;.  about ? s ;0.018754908815026283;0.2689782939851284;0.9945352;0.9976171;;;;;;;;;
113;Leolani2;What like Mincke? ;Caya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski;case Do lion roar?  I know noun.animal usually do noun.event, but I do not know this case Mincke likes skiing and then the wolves came Mincke like ski I am glad to have learned something new. I did not know anybody who like ski What Mincke like?  I do frequently do not know things What like Mincke? ; you  told  you  you  do  not  like  cats  and  that  you  like  pizza , .  you  told  me  you  do  not  like  cats  and  that  you  like  apple ;0.7751233420733895;0.8301313024546418;0.99799764;0.9957398;4;4;3;5;5;5;4;4;3
114;Mincke;Caya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski;What not like Mincke? ;e wolves came Mincke like ski I am glad to have learned something new. I did not know anybody who like ski What Mincke like?  I do frequently do not know things What like Mincke?  Caya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski; do  you  like ?   ;0.22690481543540955;0.5364524513483048;0.9978978;0.9969787;;;;;;;;;
115;Leolani2;What not like Mincke? ;Caya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski;ke ski I am glad to have learned something new. I did not know anybody who like ski What Mincke like?  I do frequently do not know things What like Mincke?  Caya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski What not like Mincke? ; you  told  me  you  do  not  like  cats  and  that  you  like  apple  pie  and  you  told  me  you  do  not  like  cats  and  that  you  like  ski ;0.9614649649177279;0.9930371642112732;0.9980476;0.9961709;4;4;3;5;5;5;4;4;3
116;Mincke;Caya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski;Mincke love snow; not know things What like Mincke?  Caya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski What not like Mincke?  Caya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski; masks  and  you ;0.0;0.17264700680971146;0.9979421;0.99715084;;;;;;;;;
117;Leolani2;Mincke love snow;In this economy?;What like Mincke?  Caya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski What not like Mincke?  Caya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski Mincke love snow; and  the  case ;0.07099983096122742;0.26326192418734234;0.9981922;0.9972042;1;2;2;1;3;4;3;1;4
118;Mincke;In this economy?;yes;  Caya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski What not like Mincke?  Caya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski Mincke love snow In this economy?;? ;0.0;0.12444032728672028;0.998302;0.9971804;;;;;;;;;
119;Leolani2;yes;As the prophecy foretold;ya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski What not like Mincke?  Caya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski Mincke love snow In this economy? yes;,  if  bible ! ;0.027328157797455788;0.35898957028985023;0.9984719;0.99715054;1;2;1;1;1;1;1;1;3
120;Mincke;As the prophecy foretold;bye;e cats and that you like apple pie and you told me you do not like cats and that you like ski What not like Mincke?  Caya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski Mincke love snow In this economy? yes As the prophecy foretold; us ;0.0;0.2537080943584442;0.9984021;0.9971629;;;;;;;;;
121;Leolani2;bye;As the prophecy foretold;ts and that you like apple pie and you told me you do not like cats and that you like ski What not like Mincke?  Caya told me you do not like cats and that you like apple pie and you told me you do not like cats and that you like ski Mincke love snow In this economy? yes As the prophecy foretold bye; as  the  prophecy  fore ;0.6534990072250366;0.8610779494047165;0.99840176;0.99719375;1;1;1;1;1;1;1;1;3
